,demand
2206,6872.996148866627
2207,6725.345989415819
2208,6963.203955620204
2209,6955.576039689032
2210,7532.5204755862815
2211,6454.971841364812
2212,6123.454501231005
2213,6849.64562613905
2214,6980.029333340641
2215,7319.901069870533
2216,8430.072699606599
2217,7967.677657343072
2218,7299.71963942818
2219,7705.92579309739
2220,6829.575486014652
2221,7260.503256138465
2222,6958.5326327134535
2223,7701.135520838888
2224,7060.885877974806
2225,6659.827119708869
2226,7084.132254420104
2227,7170.4504859943245
2228,7562.473932851798
2229,7056.523420074215
2230,6475.659451153017
2231,6362.757611145877
2232,8532.899128339364
2233,7621.8276437798
2234,7556.167974904573
2235,7908.407484490362
2236,8064.575061406764
2237,8372.038867783163
2238,8001.001837991589
2239,7352.904438350495
2240,8187.200260405943
2241,7195.840833366951
2242,9339.93990732071
2243,14132.218502259135
2244,25167.100527258754
2245,22697.38861962805
2246,28059.82854818661
2247,29587.831912919708
2248,21980.725136636076
2249,28189.045774642007
2250,30851.714262607482
2251,28065.615573329014
2252,26121.52225574304
2253,21792.883775641305
2254,10934.261638414013
2255,7290.617537030791
2256,6599.481058630714
2257,7392.248155682276
2258,7899.7141993892965
2259,7268.938928670787
2260,6915.596864730033
2261,6776.358816449452
2262,7068.8262230858845
2263,6599.8752578901185
2264,7258.309715295977
2265,6926.571149538867
2266,8420.526609797844
2267,12176.385058465075
2268,22582.599369696632
2269,23436.951342062992
2270,27490.214376472733
2271,26983.266472784275
2272,24279.762088317253
2273,28055.287092315553
2274,33027.749502426246
2275,31176.685960577095
2276,26411.91961078463
2277,21354.682445320606
2278,10197.64505733376
2279,6622.969863810076
2280,6731.378050391944
2281,7060.879997337767
2282,6816.629366743397
2283,6257.955778390518
2284,7159.747739868677
2285,6973.904147511197
2286,7047.8826121991415
2287,6991.1006554579235
2288,6657.701353477092
2289,7139.003715583914
2290,8227.997934721881
2291,12275.80261216325
2292,22375.203765902344
2293,26599.350513705776
2294,27295.61719102593
2295,31916.474553896824
2296,25710.965892151515
2297,26332.075915591984
2298,31426.120282653847
2299,30237.468421998798
2300,26022.175044929812
2301,19118.840985829185
2302,11106.688946904069
2303,6917.2521825802505
2304,6553.511535544777
2305,7242.474558674953
2306,7184.668914966636
2307,7713.344541487845
2308,6917.984506850243
2309,7097.445675872336
2310,6937.069023022437
2311,7296.436615451486
2312,6910.293699639751
2313,6688.814843785085
2314,8126.443141571121
2315,11940.799558135273
2316,24322.40144678863
2317,26022.736283436006
2318,28701.802234214338
2319,28219.96468321501
2320,25766.677130047196
2321,28375.876480236977
2322,29482.00104136101
2323,31884.298253375957
2324,26510.356208761692
2325,21361.82960365698
2326,11349.56260977969
2327,6413.282194617735
2328,6327.830788451087
2329,7253.552728960011
2330,6520.964198918805
2331,7231.954981544074
2332,6404.202536070647
2333,6545.23795824853
2334,7505.806616772366
2335,7395.597001578375
2336,7064.225766258936
2337,7161.071306179455
2338,7718.497939252018
2339,11972.157305231774
2340,20372.076308103686
2341,26923.4866807611
2342,27265.007016343483
2343,26797.202122613195
2344,23831.032450199415
2345,30876.512858988175
2346,32060.381657607504
2347,30411.441219046745
2348,27050.347800232
2349,19675.735903094075
2350,9547.557153579237
2351,7081.134302424103
2352,6981.289192301415
2353,7238.330346634638
2354,6934.435839964917
2355,6798.312691451931
2356,6616.954922219301
2357,6652.2213487535755
2358,7078.830470458931
2359,7683.3365188216585
2360,7494.479193680444
2361,8082.867533481153
2362,8297.881700583916
2363,7456.521982898429
2364,7958.45698074447
2365,7048.77379238185
2366,7101.900178101044
2367,7195.050417887523
2368,7048.578423848754
2369,7043.436575474344
2370,6265.303603376435
2371,7091.969251318913
2372,7425.315975850966
2373,7266.287186180977
2374,7603.119510793257
2375,7803.810540485407
2376,7344.615254126228
2377,6509.079197022253
2378,7485.511859912627
2379,8350.389202017204
2380,7675.440773346112
2381,7499.393615136382
2382,7779.221620250429
2383,8362.752666738374
2384,7840.58591028311
2385,8122.705184465884
2386,7607.273003510754
2387,7370.985156279403
2388,7574.703530281227
2389,6944.636520262479
2390,6659.779119257974
2391,6610.3676235910025
2392,6677.378769715318
2393,7193.480392327085
2394,7798.537815091575
2395,7414.87280608747
2396,7110.713458949266
2397,6312.809964025232
2398,7351.54868691843
2399,6750.606492726942
2400,6494.652487801356
2401,6393.092681530663
2402,6889.498926466296
2403,6424.786258037941
2404,6770.372990004024
2405,7354.96067950273
2406,6790.24865448034
2407,6434.460720519119
2408,6663.325741464137
2409,7352.134621608645
2410,8595.141356145232
2411,13171.24114431363
2412,21287.46477871137
2413,25739.757753109556
2414,29418.24600599123
2415,30463.723447876655
2416,24544.15040060845
2417,28383.944684980295
2418,29979.459710810163
2419,26458.058414575564
2420,28147.066092772693
2421,18746.451420481477
2422,10750.523410499161
2423,6669.9960353274155
2424,6487.121717321488
2425,7295.310883004421
2426,6584.1945895280205
2427,6030.35344871236
2428,7092.936921661657
2429,7300.036075432341
2430,7325.724907524224
2431,7062.388538043533
2432,7325.602700456064
2433,6657.846183560849
2434,8424.651306646327
2435,12137.969562451937
2436,20812.371942301423
2437,24870.862860457775
2438,27251.358088390072
2439,28130.419549128932
2440,21782.82236349188
2441,27162.926487194716
2442,30196.911211018007
2443,27612.066384508944
2444,26378.27222437421
2445,20413.808371887422
2446,10649.481883239589
2447,6751.663961470842
2448,7307.084247365111
2449,6495.818707121917
2450,7303.214687230267
2451,6856.999353630513
2452,6293.391699911854
2453,7088.213826798154
2454,6886.758018704212
2455,6848.371503323811
2456,7577.633856152847
2457,7622.532842754994
2458,8959.601279534
2459,12856.858933201687
2460,22694.43603123456
2461,24587.816713678727
2462,23090.31274898686
2463,28950.0986812944
2464,23246.145509826212
2465,30444.19446630132
2466,27509.295512383018
2467,28709.238911883498
2468,25865.462688224514
2469,22481.80413352043
2470,9652.358604392422
2471,6577.230857260176
2472,6287.419301992506
2473,6555.824742064653
2474,6337.529296991645
2475,6742.952482098366
2476,6245.217945923183
2477,7119.684419638932
2478,6773.95871860037
2479,6916.047329840484
2480,6830.289804216862
2481,7187.840530567092
2482,8411.084467134368
2483,11981.758263247793
2484,23105.592987283235
2485,23328.77432217049
2486,28281.932144580886
2487,29269.03829988162
2488,23820.71350444212
2489,27483.72031288979
2490,28961.29880592433
2491,30995.71937947205
2492,25472.07738733649
2493,20662.288007663396
2494,10871.25256601182
2495,7221.652933450428
2496,7290.212910589276
2497,6659.948584518203
2498,6644.488442223279
2499,7050.733923796866
2500,7171.866335659667
2501,6568.657126475757
2502,7182.477437638154
2503,7274.05568956214
2504,7148.074461493366
2505,6847.494184672523
2506,7238.950078234635
2507,7136.5038730144415
2508,6143.731131904858
2509,7520.844624123933
2510,6913.989854366958
2511,7627.17977225595
2512,6819.294029535169
2513,6831.051490829574
2514,6306.515631868438
2515,7230.332078028655
2516,6967.068560651939
2517,7034.812778303051
2518,6675.041063006583
2519,6703.391036588024
2520,6697.456737504333
2521,6451.348950292143
2522,6768.0613552608265
2523,7127.896405201743
2524,7115.763371484946
2525,6562.62800272304
2526,6923.567594361467
2527,7814.15287413495
2528,7357.511082641322
2529,8236.45407195482
2530,8020.765801174581
2531,7365.191220296255
2532,7452.456893514439
2533,6513.466623692064
2534,7263.689452388728
2535,7195.952451183666
2536,6380.029246078527
2537,7186.469836634377
2538,7391.691911902319
2539,6534.071103801196
2540,6856.738592335683
2541,6812.324379316339
2542,6632.676056816075
2543,6973.304701117073
2544,7292.80783488523
2545,7715.7754685111195
2546,7693.505043630964
2547,7066.178610826472
2548,7821.597286212489
2549,7495.302466555985
2550,7496.667257100886
2551,8044.801709108749
2552,7562.452409427372
2553,7363.642311443147
2554,7733.766694124868
2555,7826.642466585548
2556,7885.632413510387
2557,6573.674910367917
2558,6850.0782350066565
2559,6966.971821574344
2560,6180.668865154723
2561,7639.72837004629
2562,6898.010509928616
2563,7553.531164742588
2564,6948.166410137723
2565,6161.869695504681
2566,6816.530163276749
2567,7148.976336230044
2568,7367.427158724051
2569,7602.40358345417
2570,7698.318404098423
2571,7764.314185386753
2572,7827.596347245353
2573,7765.556412502585
2574,7545.266234591929
2575,7782.656396535851
2576,7472.8493202968575
2577,7827.779518878235
2578,9242.355273513078
2579,13084.24941415382
2580,24339.962701235294
2581,25002.465868462863
2582,27195.789351713218
2583,31601.332468089116
2584,23180.630922721622
2585,28017.19859794899
2586,31597.456697401947
2587,29897.101330859754
2588,29133.516881165164
2589,22605.349178004995
2590,11100.527694277873
2591,6712.384196322473
2592,7220.9004165277665
2593,6626.0143276116905
2594,7741.666551832264
2595,6712.081797640772
2596,6384.800991638911
2597,6492.979560622614
2598,7208.681080116238
2599,7144.678078007544
2600,6327.435976755546
2601,6879.321197980663
2602,8234.127562745163
2603,12518.982359815695
2604,22906.60762115033
2605,25219.526676481895
2606,26460.33982297129
2607,31331.82685350021
2608,25557.06489800418
2609,26061.67679837078
2610,28711.86471591758
2611,29633.799896560697
2612,27382.27249153806
2613,19897.919735520372
2614,9992.055410904746
2615,7075.064636915632
2616,6558.075375322352
2617,6894.16778621804
2618,6742.955952443732
2619,6934.895914075188
2620,6263.6096386388235
2621,7607.404401318475
2622,8117.978186654192
2623,7760.767118241479
2624,7357.185337970155
2625,8821.573005627619
2626,8866.440051240103
2627,12057.095721113812
2628,21246.36616631547
2629,23852.95543804408
2630,27066.857351836254
2631,26072.623796075244
2632,24523.312074572787
2633,30426.72643296847
2634,30142.55371422439
2635,30883.8489988989
2636,28485.886785572275
2637,20580.616907884112
2638,10634.343468556226
2639,7173.728192989943
2640,6709.43677735196
2641,6923.708389103793
2642,7387.3220124782065
2643,6341.847880934523
2644,6877.877043233363
2645,6871.976314298316
2646,7566.8666764636455
2647,7198.124349255393
2648,6927.06799336212
2649,7208.701551834245
2650,7676.293254662349
2651,12316.097857704232
2652,21277.235658961046
2653,24316.374210600006
2654,25615.915639252304
2655,30394.96615531331
2656,27128.95569484358
2657,30081.98543475729
2658,30310.678302529293
2659,26298.671229237076
2660,28320.621954191363
2661,20085.19988657414
2662,9765.579318471544
2663,6774.217854522758
2664,7269.124091274074
2665,7512.214789452781
2666,6889.703759123287
2667,6771.340498807422
2668,6877.671591683923
2669,6850.31161988259
2670,6315.111281759832
2671,6428.812362636683
2672,6482.530772603859
2673,6758.233993993267
2674,8472.46506563469
2675,11431.974256943198
2676,23066.142187723664
2677,25986.326567140175
2678,24390.09402391914
2679,29249.755537590267
2680,23747.55705790986
2681,29102.10415852697
2682,31322.505233794283
2683,28443.00374712526
2684,28894.006678748105
2685,19741.333141529234
2686,10490.223750590001
2687,7224.8907453073425
2688,7486.77091626454
2689,6681.411973669065
2690,7669.301547303441
2691,7255.952944754026
2692,6604.164588973589
2693,6272.5931487072085
2694,7543.227718350801
2695,6773.14749291013
2696,6796.584040824414
2697,6947.007658736469
2698,6580.804243069455
2699,7209.499701117451
2700,6271.048380022404
2701,6719.953541231642
2702,6362.5116935723645
2703,6504.5789446180115
2704,6727.510975305839
2705,6225.727472212391
2706,6765.849661484401
2707,6259.393099512356
2708,6815.776162908529
2709,5874.341119688138
2710,6278.561997117751
2711,6920.5514540952245
2712,6564.9742007961195
2713,6711.053390268344
2714,7006.792683464708
2715,6733.412233065657
2716,6740.050606418128
2717,6806.806747491339
2718,6125.108557181027
2719,6783.605491952277
2720,7422.6665009963635
2721,6959.304674585913
2722,6397.870865417823
2723,7266.159439108092
2724,6097.297248509495
2725,6059.9879393149895
2726,6839.823391917396
2727,6658.773711979723
2728,6579.32302999377
2729,6790.670842582454
2730,6787.057297733146
2731,6354.026715130483
2732,6281.843034890389
2733,6176.876985006668
2734,6544.491456695648
2735,6855.198966044158
2736,6820.456521173941
2737,6145.345326196881
2738,6511.8287627376985
2739,7016.891729171887
2740,5593.415211907321
2741,6803.724831178421
2742,6772.110548175127
2743,5781.580437880221
2744,6758.1646364915005
2745,6614.28562169362
2746,7634.117525001115
2747,12196.23468586016
2748,23098.066518912223
2749,23909.607697978823
2750,25706.36335616127
2751,29139.88295427162
2752,26524.492796863076
2753,28010.41166321701
2754,29262.712231128124
2755,29388.312744069357
2756,25585.518160455682
2757,20803.833266824877
2758,11382.542217325594
2759,7044.475787960777
2760,6953.5170741607835
2761,7053.046447661652
2762,6621.122387389541
2763,6734.896081350207
2764,6642.652628070712
2765,7044.109613811112
2766,6944.714131505896
2767,6927.823325623157
2768,7745.872278264288
2769,7161.696554540358
2770,8814.527805460988
2771,12338.172944547008
2772,20517.918558777677
2773,25737.71167925913
2774,24682.14746623615
2775,29620.86374038995
2776,21965.92510977622
2777,27670.085377255687
2778,31021.977501049558
2779,33661.29116337964
2780,26275.18750554295
2781,21533.700516934856
2782,10425.186551454295
2783,7097.910866422209
2784,6618.716508839857
2785,7049.773521369834
2786,6661.254988752716
2787,6721.882845797139
2788,6865.881348631173
2789,6984.205618368677
2790,8332.586726950178
2791,8386.683952007628
2792,7428.909490473996
2793,7194.223894728554
2794,9280.596323638027
2795,13537.947510465934
2796,23365.087326520857
2797,26251.848472564823
2798,28727.472353091827
2799,29263.30738203444
2800,23535.5211576817
2801,31390.5375557684
2802,33990.240750386074
2803,28626.944347984965
2804,27855.248375479532
2805,20817.506493942747
2806,11294.171359445112
2807,7425.3688976973635
2808,7115.343928520756
2809,7354.707133541525
2810,8239.988506706333
2811,7751.310241458259
2812,7311.315068571384
2813,8415.09618458646
2814,7378.919700810488
2815,7815.701917959776
2816,7013.883309828931
2817,7828.444012313581
2818,9415.031757398505
2819,12348.189439581794
2820,22549.043752673646
2821,22842.580158812852
2822,27620.408449767772
2823,31021.40296821856
2824,25024.14250581229
2825,28289.17774400751
2826,32276.090840583
2827,29956.545435911936
2828,28546.188248128652
2829,21168.05681591176
2830,11340.26582807307
2831,6403.936504208591
2832,6902.983079195895
2833,6268.949372422792
2834,6805.846432147381
2835,7122.003623686755
2836,8029.9396510310935
2837,7545.011809240689
2838,7828.531032162284
2839,7554.676506820063
2840,7733.4018854994665
2841,8340.268333198701
2842,9536.843914722303
2843,12481.37360182184
2844,23930.3654471643
2845,25384.745042690323
2846,25185.299487654152
2847,29698.849133371412
2848,25421.342276349777
2849,27699.46634171489
2850,31769.91656995553
2851,28768.60601590518
2852,28806.322499966507
2853,20047.85720749082
2854,11360.216532063934
2855,7177.962402247693
2856,6734.465350582886
2857,7095.033494924693
2858,7193.833088545242
2859,6592.7537168631125
2860,7067.010565344864
2861,7144.672289950156
2862,6568.91840057082
2863,7006.97631119592
2864,6869.397865366416
2865,6452.956697512109
2866,6953.863017875377
2867,7774.4764314510585
2868,6742.267705948858
2869,7041.178678912754
2870,6416.041830236872
2871,7394.645740625262
2872,6966.62371099325
2873,6866.447239721413
2874,6626.188833573411
2875,6880.620495780419
2876,6490.232944830361
2877,6906.043458864064
2878,6861.557218119753
2879,7236.240823680948
2880,6585.850641671505
2881,7015.965662350083
2882,6905.805133360669
2883,7640.76316156407
2884,7369.690171854047
2885,6848.775964138066
2886,6768.766279527429
2887,7028.51959516087
2888,6659.686558954409
2889,6717.854136533782
2890,6776.9511921688545
2891,6578.502717133998
2892,7563.336308357241
2893,6375.0054010444255
2894,6745.925417003905
2895,7719.955925775846
2896,6883.726746450773
2897,7032.42493740797
2898,7172.454405806232
2899,6040.105955734274
2900,6586.430286171821
2901,6850.107338959387
2902,5894.071988977226
2903,7328.2412467516115
2904,7469.894404068032
2905,6526.9722276532475
2906,6810.839344348034
2907,7330.573960075283
2908,6804.582589548875
2909,7198.763699334349
2910,6361.087735133204
2911,7272.347936203214
2912,7297.920795382539
2913,7089.756964563865
2914,8239.061261922685
2915,12970.254347393835
2916,22232.689810896445
2917,25250.829456189924
2918,26746.104894604807
2919,27137.752812799485
2920,25062.9710048955
2921,28352.24873866484
2922,30800.29805692245
2923,29650.025514842295
2924,25774.511471624573
2925,19404.71514470728
2926,10384.309722369182
2927,7065.202209858735
2928,6561.648468611833
2929,7143.064671052635
2930,6530.773447489833
2931,6724.073271945499
2932,6877.225636361147
2933,6569.693417903387
2934,6945.841091482654
2935,6356.725652325384
2936,6914.465481937816
2937,6551.643178594497
2938,8496.77483788455
2939,11636.975012164441
2940,23451.03227199058
2941,23880.92123789308
2942,28422.603724083605
2943,29467.061418819725
2944,25545.56761049954
2945,28632.57403527891
2946,31506.28297713552
2947,29573.910416417013
2948,25354.660237206735
2949,20789.400656500457
2950,10683.47627658678
2951,6831.037028695311
2952,7455.290816281897
2953,6720.906058319132
2954,7349.584975488881
2955,6592.404957938352
2956,6964.521862498007
2957,6448.872689287262
2958,7406.401566864866
2959,7154.238307208427
2960,6599.90449579526
2961,7462.957013411101
2962,8670.269480429713
2963,12419.133801597141
2964,23558.82170110626
2965,23983.62388308094
2966,28840.976195960764
2967,26373.201715657473
2968,25373.485731266686
2969,27780.432830458554
2970,30413.616684295863
2971,28598.950475346017
2972,26477.538609516643
2973,21024.23276083433
2974,10809.64186267121
2975,7205.09819325806
2976,7254.8191241123
2977,7323.839473424028
2978,6539.408573814795
2979,6767.862445461246
2980,7592.188124899823
2981,6994.28783126814
2982,7608.983234601803
2983,6669.195341458142
2984,6729.454521296172
2985,7120.59031956764
2986,8028.061402880601
2987,12760.058714563169
2988,22510.942017722777
2989,25366.68428792196
2990,24681.83550324173
2991,30905.105059200425
2992,24464.321402170557
2993,26275.8281491395
2994,30065.49053541079
2995,27783.19102417198
2996,26876.966031839507
2997,20320.187279122678
2998,10529.65924399561
2999,6815.086320246267
3000,6395.838750864829
3001,7083.639912553367
3002,6502.498493365166
3003,7830.526268903496
3004,6521.788083498863
3005,7050.441237828544
3006,7524.749780996244
3007,6843.964444045455
3008,7732.879225760696
3009,7083.373793926566
3010,7710.94248360555
3011,12284.348108876544
3012,22556.314315430576
3013,25232.11358998485
3014,28548.567668244697
3015,28997.560640365056
3016,25450.07867219545
3017,26789.489928387233
3018,29462.55270096568
3019,28751.526878072145
3020,27217.782820393866
3021,18717.925160713454
3022,10285.140924246165
3023,7228.363897290904
3024,6840.410280777361
3025,6679.101635736461
3026,7137.190958368541
3027,6812.742404297121
3028,6785.7038133655715
3029,6873.207399046677
3030,7354.644943808454
3031,7174.987005084183
3032,7549.882986561239
3033,6981.154605866739
3034,6762.4370742123865
3035,6538.053059654
3036,6926.910562885005
3037,6964.64347174292
3038,6546.7322024762825
3039,7492.933493458982
3040,7149.405411958165
3041,6071.76023539873
3042,6762.949969267828
3043,6554.757361432828
3044,6645.238882870994
3045,6895.849516151033
3046,6535.44258542185
3047,6847.57600353281
3048,7547.9244998635995
3049,7288.296550923303
3050,7351.573838463704
3051,6751.056463095864
3052,6699.500102922217
3053,6395.486689992909
3054,7000.37213824612
3055,7658.588473735581
3056,6647.025725242087
3057,7187.578216531013
3058,6800.4708982366055
3059,6941.296149981404
3060,7526.4218009442875
3061,6880.638020555433
3062,7183.070981244367
3063,6182.329457538685
3064,6035.340807844031
3065,6509.200913780794
3066,6560.972908443604
3067,6907.8665013045365
3068,6743.457642903983
3069,5997.7506031749
3070,7283.319254151264
3071,6552.282599453637
3072,7077.87899789241
3073,7226.798318701966
3074,6882.017258085252
3075,7074.782409074131
3076,6981.665024642485
3077,6568.721517780551
3078,6094.311808928995
3079,6834.795852002359
3080,6994.23584875448
3081,7206.723911839336
3082,9163.384480956074
3083,12488.902425444554
3084,24588.80511452896
3085,22369.076565744515
3086,25487.232153458008
3087,29157.442597044297
3088,23802.977664211066
3089,27932.791026880954
3090,27965.376098011227
3091,30021.928813248942
3092,25314.425847142815
3093,20441.207498674816
3094,10524.3314902958
3095,6163.56521891528
3096,6520.133586898741
3097,6794.640034058117
3098,6649.699017938142
3099,6417.4834425899735
3100,6649.608020951243
3101,7100.741433592463
3102,6839.06999087553
3103,7051.987436721841
3104,7141.381286499201
3105,6580.172106033265
3106,7995.298386432167
3107,12799.637367678615
3108,22695.192482811723
3109,23623.6987983005
3110,25602.640261385888
3111,28803.292402223866
3112,22525.34339201329
3113,26976.512357681706
3114,28840.023716032305
3115,29576.4585510434
3116,27273.64147622555
3117,19373.933394223426
3118,11133.445894036542
3119,6181.536066748993
3120,6404.817885969145
3121,6364.42572302662
3122,6678.264316729482
3123,6852.075904623781
3124,7134.794085818697
3125,7080.576301538192
3126,7087.699849544373
3127,7330.105616387275
3128,6889.755400764665
3129,6757.53909117103
3130,8141.819982409643
3131,11584.009993420275
3132,21021.956388543473
3133,24700.171420270686
3134,25125.137375425773
3135,29607.734735894246
3136,24681.73584349345
3137,26401.26038056037
3138,30158.63579772857
3139,27464.503098352932
3140,27266.90625278181
3141,19000.398577890475
3142,10313.238437405336
3143,6135.700807278917
3144,6362.587511431406
3145,7479.865028237766
3146,6454.0402032006
3147,6135.893675729108
3148,6308.9869839548965
3149,6402.498491166987
3150,6397.527584327958
3151,6328.717019235159
3152,7189.649249264911
3153,7166.997052347517
3154,8145.747646894443
3155,12843.669780228092
3156,22412.68196762061
3157,22837.260186019124
3158,26563.241312704726
3159,29671.932411325954
3160,25206.279659436997
3161,24686.05609219056
3162,29726.6086830634
3163,29271.297666357692
3164,27368.623819076736
3165,20593.994980409258
3166,10977.188687204938
3167,6516.510753340181
3168,6918.82476454231
3169,6279.331201855027
3170,6874.506390042172
3171,6284.942607788291
3172,6873.939211704761
3173,6671.182907029528
3174,6212.163381054701
3175,6881.5488861791255
3176,6336.484022438216
3177,6403.450813918373
3178,7683.426059751128
3179,11879.308822341614
3180,24448.508009671597
3181,24585.114501009313
3182,28211.85377499394
3183,31958.35950234581
3184,23713.697250920715
3185,28990.555713381655
3186,31483.70206121662
3187,27934.244177248456
3188,25486.950118278764
3189,18925.985529501755
3190,10385.38784264128
3191,6340.589102465666
3192,6489.954892547954
3193,6801.720477228297
3194,6597.787260622013
3195,7261.927773835775
3196,6795.186032132382
3197,6765.378298347422
3198,5907.830549896891
3199,6448.422599844338
3200,6543.950889842507
3201,6472.139304329919
3202,6883.194398824492
3203,6747.772729420052
3204,5892.896249534281
3205,6403.069450186403
3206,6686.96722773894
3207,6280.220184487187
3208,6389.743055158086
3209,6284.597356379141
3210,6837.263648461807
3211,6894.4277375617985
3212,6882.256696125688
3213,6605.941701718215
3214,6100.481298595529
3215,6731.141941992579
3216,7017.341427750774
3217,7179.59571995079
3218,6531.550722384367
3219,6487.486974460107
3220,6512.694301993742
3221,6706.833608180626
3222,6387.742482418469
3223,6934.628041899635
3224,6953.795827310167
3225,6671.364133120191
3226,6035.896073032546
3227,6985.269764715982
3228,6761.116953360611
3229,6226.482301775582
3230,7217.339638801194
3231,6599.424021129448
3232,6574.344460273827
3233,6760.769142427463
3234,6218.761429939952
3235,6671.105114732132
3236,6631.823224796548
3237,6626.25283847233
3238,6289.0884805578435
3239,6841.885866451759
3240,6943.901298700657
3241,6379.623001245496
3242,6647.313476878855
3243,6678.889394596754
3244,6991.980459662235
3245,6709.437056283272
3246,7013.977087806484
3247,6796.923389638264
3248,7265.60656520034
3249,6925.5168103680735
3250,8594.91094943355
3251,12122.959347383838
3252,23775.92368007066
3253,26563.169536353187
3254,23889.981903904827
3255,31152.949263031347
3256,24374.234646902107
3257,28524.91304311481
3258,31509.53672871629
3259,26951.859941174287
3260,27310.54339881181
3261,18474.996824632286
3262,9890.397684718118
3263,6151.292699032762
3264,6714.597886022492
3265,7527.015253052738
3266,6944.159879572015
3267,7153.116769472941
3268,6882.814539467862
3269,6720.202645401052
3270,7033.401772559893
3271,7425.472619081184
3272,6315.05873343654
3273,7360.077632154518
3274,8665.313927789543
3275,11268.038394908981
3276,22460.1114186459
3277,26229.01075881251
3278,29377.947195968456
3279,32073.779752222224
3280,24570.838919164875
3281,30158.858730646418
3282,32018.629603893587
3283,27994.5707137262
3284,25790.053515109303
3285,18705.80192722812
3286,10805.78262640941
3287,6602.321830334224
3288,7215.766410836925
3289,6471.123720923325
3290,7039.217537295294
3291,6875.13011385608
3292,6677.869080324171
3293,6916.291021239508
3294,7117.63797767634
3295,6619.481695857895
3296,7115.917585834327
3297,6928.142913577275
3298,8277.373301590287
3299,12743.60870073268
3300,22266.606089907942
3301,23828.388052033974
3302,26527.561322127825
3303,31011.83678139274
3304,24753.9047252256
3305,27690.646214103253
3306,29161.89831450103
3307,28036.123244495535
3308,26687.85192790042
3309,20588.062333481506
3310,10807.34825865193
3311,6994.409987679147
3312,7220.676103109481
3313,6733.342877279144
3314,6400.031607754068
3315,6731.611682184803
3316,7124.7137541756765
3317,7115.905112041734
3318,6948.055775978369
3319,6929.129077842834
3320,6603.613746696103
3321,7161.0661106782145
3322,8491.81547120192
3323,11584.73026846671
3324,23382.36755926512
3325,24408.967397329445
3326,24567.59591253529
3327,29289.448449422936
3328,22509.542494958343
3329,28971.035734974394
3330,30662.664960001173
3331,27326.021584132523
3332,26951.60425792366
3333,19587.85507718435
3334,10964.209617718236
3335,6846.180042787187
3336,6628.996981014194
3337,7030.166497396385
3338,6473.321331377117
3339,6968.175528468503
3340,6853.011022026733
3341,6839.467370935333
3342,6094.107490663507
3343,6521.538438180033
3344,6522.290076893832
3345,6561.070509636814
3346,8123.83711058186
3347,11504.064219862761
3348,20856.136523287594
3349,25606.83482402504
3350,27859.45049326607
3351,27381.066565880275
3352,25046.908403488567
3353,28289.717497129328
3354,31877.914521602164
3355,28420.808341695803
3356,26706.927591277265
3357,19317.32686406519
3358,10385.6351395199
3359,6688.236610498311
3360,6584.060820203328
3361,7155.8973608701435
3362,6867.645765104581
3363,6595.3099524286
3364,6592.807327703462
3365,7214.910676116922
3366,6378.14660425416
3367,6682.997330438478
3368,6786.084392095086
3369,6627.396382741634
3370,6935.949410757311
3371,6906.678436747757
3372,6400.10379029669
3373,6720.693643706553
3374,6973.527437622331
3375,6282.251560829144
3376,6999.473092767881
3377,6296.084135702971
3378,6412.196145069868
3379,6227.279914791444
3380,6620.29756684604
3381,6881.952240643157
3382,6759.109874983494
3383,7325.558679144216
3384,6641.420696509842
3385,7040.149263694584
3386,6456.792421706642
3387,7587.820704986475
3388,6362.904971362704
3389,7160.0741864907
3390,7227.730499493687
3391,7248.645104528318
3392,6781.14156954138
3393,6530.480490200586
3394,7444.435151993458
3395,6757.499845041478
3396,7253.1911627943
3397,6866.013786261202
3398,7020.849751718553
3399,6962.188430448383
3400,7160.525105983006
3401,7142.343104433623
3402,7188.751639551674
3403,6780.672906805569
3404,6902.304000841778
3405,7715.891821723619
3406,6558.628863918344
3407,7107.798371273881
3408,7413.290928524547
3409,6738.926961746523
3410,6822.646310815963
3411,7385.188644883074
3412,5929.221696860002
3413,6330.563673369903
3414,6658.073353501672
3415,7315.030595167731
3416,6959.322214751957
3417,7272.892724625893
3418,7716.736994869072
3419,6148.63178051832
3420,7364.289012925893
3421,6675.1870081481875
3422,6758.249748309772
3423,6649.722289151931
3424,6616.221549549308
3425,6768.291126835285
3426,6235.328468167169
3427,6573.347122737257
3428,6721.112462303301
3429,6768.158765703696
3430,7334.60711165637
3431,6802.056259501587
3432,6802.741621409908
3433,7242.372198773016
3434,7046.3837750568155
3435,6691.21095439825
3436,6804.134885780852
3437,6783.766777925475
3438,7141.896137227947
3439,6232.155427442142
3440,6576.774508917009
3441,6892.956681705363
3442,7979.33090248236
3443,11896.36438018758
3444,22866.971481886343
3445,24195.493076665174
3446,25959.64237851714
3447,29882.629109146135
3448,23496.6639214576
3449,26356.786017332226
3450,33906.743529564796
3451,30730.439237135364
3452,27023.37002905313
3453,19919.919062070912
3454,10159.734672936791
3455,7078.88347609896
3456,6845.065370409985
3457,6377.643467356109
3458,6260.022295177425
3459,7050.070832522374
3460,6955.292993072969
3461,6196.9680029824085
3462,7511.166692754633
3463,7377.6513142071
3464,6553.8562257810945
3465,6243.193206885272
3466,8793.37627828467
3467,11788.820730162259
3468,21797.770325953374
3469,25112.61268596603
3470,25137.903919090997
3471,29356.030022093542
