,demand
597,25947.402997457368
598,23670.662312805438
599,11710.198438295643
600,8053.8227754542195
601,8051.172020525286
602,7815.335098016806
603,8288.868362574742
604,7992.42298679083
605,8809.07319108334
606,8130.999153715031
607,8417.129268613713
608,7254.885052744157
609,7563.225767650456
610,7603.539231353577
611,8422.09428551937
612,12720.545969993456
613,23070.772871126253
614,24170.62480991744
615,29101.35907361923
616,29699.26639930231
617,25786.710082769994
618,27010.46001048087
619,31555.356085004543
620,29075.77942965282
621,26554.715553029775
622,22459.665442873797
623,13328.048571010047
624,8932.15224558075
625,8977.985121445832
626,9797.769179889496
627,7467.933628806636
628,7691.699959587468
629,8321.184448161199
630,8267.971491473978
631,7788.936295372688
632,7761.384677650676
633,7871.660396010206
634,7702.340334815569
635,9117.678682934355
636,13890.05347957471
637,24151.509684587127
638,25984.139776908178
639,27733.9545005633
640,32076.27246826004
641,25059.480473010655
642,30021.94288046054
643,30188.373620161954
644,29785.663164836922
645,28065.53633157829
646,20683.916058649185
647,11560.636478580811
648,7809.302137707821
649,7586.825305140776
650,8025.586571096395
651,7871.289482292973
652,7604.137732906721
653,7833.207865580257
654,8106.9308794013805
655,7374.5381502978735
656,7283.831794162457
657,9831.401921003957
658,8940.20934390599
659,10405.875005571497
660,13014.411597725773
661,24825.785799338988
662,27445.707697729245
663,27297.679102338705
664,32627.674822452806
665,25350.139968400184
666,30073.004172757293
667,35297.25502048743
668,34240.658797887365
669,28872.499556444658
670,24309.63533999983
671,12554.624493795542
672,9806.375226828917
673,8612.750455189898
674,9582.495154267795
675,9240.81963675628
676,8880.791113039655
677,9263.938548439543
678,9203.543147336593
679,9293.535887748872
680,9676.112690611428
681,8996.344974138936
682,9007.937319004719
683,9342.164291290712
684,9101.773552280081
685,9328.542818390835
686,8775.977024328124
687,9728.217474843745
688,8892.000668807543
689,8063.3342544845755
690,8042.782676248278
691,7438.9515827117775
692,7976.947491652818
693,8251.234468435929
694,7626.241784422028
695,7887.931719194882
696,7371.075313113483
697,8141.601124035329
698,7808.724440683129
699,8339.875115162875
700,8100.938588766979
701,7731.383948323771
702,7392.870296554282
703,8079.862522826472
704,8179.282340313268
705,7617.730726099786
706,8110.252470925935
707,7909.446631604746
708,7636.649059107056
709,7451.3616999248015
710,7708.314537812345
711,8115.07864080948
712,7374.228988436844
713,7691.53499553921
714,7693.69844340439
715,7458.516451567011
716,7363.031924595834
717,7894.458606459188
718,8144.3064946592895
719,7635.420380436759
720,7286.668501382843
721,7737.271468115527
722,7595.894066636751
723,7816.699188909553
724,7293.559886411956
725,8010.328168212741
726,8118.245587761145
727,7670.685147478687
728,7501.632446968294
729,7603.59942998044
730,7896.59480709111
731,9232.186800203031
732,13565.374927772791
733,21900.929794902495
734,24538.49090238435
735,27397.455657470873
736,27142.009558131966
737,24901.584472669307
738,29719.052445434678
739,30618.464293076693
740,29986.597197813142
741,26620.497337797075
742,21128.392576315793
743,10741.679990301795
744,8115.521222522586
745,8052.818205928518
746,7825.55538814347
747,8431.871917030317
748,7921.638954152313
749,7689.835601416884
750,6963.096096501707
751,7347.296267870992
752,7995.986966782676
753,8343.439967992646
754,7546.960471774582
755,9446.161950625554
756,12559.381981526794
757,23236.744533115674
758,24736.68599024779
759,27324.254125368716
760,28950.19941021206
761,25082.332882909846
762,26671.0572714022
763,33494.82474112181
764,30336.30589615109
765,24194.22240070279
766,18923.839736552352
767,11719.283202417606
768,6564.302658799006
769,7124.074461577027
770,6579.113902031645
771,7989.576937578279
772,6383.619327134764
773,7516.538968089996
774,7084.923992916403
775,6797.958524835421
776,6815.779769707193
777,6603.847277133775
778,6198.061059030622
779,8479.236308192892
780,13398.05231397495
781,22455.105680830937
782,25355.535296025442
783,28318.59686255205
784,27570.734418865235
785,24979.03926548771
786,26924.46019050657
787,32903.53522517152
788,28658.35683387141
789,29624.78053584957
790,22317.291895407827
791,10880.052928208752
792,7944.632566706531
793,7850.338392087035
794,7537.037654973569
795,7703.069645951465
796,7803.730184782157
797,7054.534969473959
798,8227.779934187649
799,7519.228830606304
800,7452.4538015098115
801,8013.542880383556
802,7382.885179411644
803,9834.3888849576
804,13814.985134463186
805,23698.667921779765
806,27478.755683356903
807,30199.413682073508
808,30061.70949513279
809,23300.81074435303
810,27060.594811502706
811,30896.023357097325
812,31594.330307494685
813,28593.711654325798
814,21373.74357822611
815,12624.224664393543
816,7735.0505251635595
817,8089.127594578617
818,7374.042019230027
819,7561.606262277437
820,9503.033794384233
821,9960.805236069999
822,8381.043314948907
823,10091.060234722583
824,8955.214845700077
825,9954.439389599791
826,9373.370349403212
827,10044.16313845351
828,14128.172616112419
829,28014.134807599607
830,27171.594808461075
831,28989.09799412577
832,29922.40505077624
833,24292.125482474097
834,31213.034520731453
835,34452.59284798497
836,33373.22976184112
837,28387.169736530086
838,20900.936407681012
839,10787.936455486066
840,10117.095190663224
841,9210.492109171006
842,8787.42810577841
843,9268.872295312067
844,9372.887525243294
845,9958.932039749237
846,9344.47718932438
847,10073.15055283782
848,9824.332871866642
849,9515.131542727191
850,8317.598218147174
851,8373.457625430427
852,9445.615348800517
853,9748.69861767103
854,8445.93766489225
855,7092.180101408801
856,8039.525548859611
857,8004.74160079714
858,8162.610599099878
859,7845.802671599368
860,7696.324032608197
861,7754.220363214608
862,7917.968501534352
863,8214.736092389787
864,7430.998612324087
865,7559.093029392588
866,7431.841292242538
867,7776.449971986885
868,6743.243487889382
869,8310.502407542775
870,7802.032384194261
871,7344.94943840446
872,7650.887392485679
873,7596.974326397705
874,7486.461986054141
875,7683.141172730584
876,8752.139114792177
877,8880.614580584495
878,6928.714262302
879,7796.707478470066
880,7846.324241555106
881,7251.390033908143
882,7595.784182217785
883,7589.905757331678
884,7693.628965876111
885,7075.03002294449
886,7234.071702587118
887,8062.783764103465
888,7980.160448909177
889,8019.693860816715
890,7999.834331756402
891,7311.870049429977
892,7973.377461552699
893,7580.632829483546
894,7617.550224195913
895,7952.657803396162
896,7398.745949838078
897,8267.31030726932
898,7683.00766998066
899,9176.770290247596
900,12389.748544969276
901,25150.966578072926
902,26664.495357286134
903,29965.787639544084
904,28964.13935417037
905,26219.305119836517
906,28961.44770770326
907,31194.38008694225
908,30674.556557008564
909,26809.855147221653
910,22505.157169365986
911,10631.270999605073
912,7358.831794683352
913,7379.467774440479
914,7973.83034853131
915,7306.955303031593
916,7020.4215338617705
917,7797.389574391976
918,8143.5111770390995
919,7400.353619404783
920,7791.674899193673
921,7482.529659570535
922,7768.880012905081
923,9182.49758081263
924,11626.63276894986
925,25390.50576472908
926,25100.462636263797
927,28970.623342872765
928,31549.68576133083
929,23915.99884897108
930,31271.98105923522
931,30848.170144274976
932,28438.22098587814
933,28008.115950532938
934,23499.73049802366
935,12183.294037872272
936,6745.733824288121
937,7533.165575683378
938,7726.474707594968
939,7481.030233587785
940,7314.277848814229
941,7447.653076205592
942,7247.655750429928
943,8291.296223651796
944,7762.262535706272
945,7268.716560317352
946,7759.964357792457
947,9690.85701628622
948,12678.108078048353
949,24784.162171402048
950,22965.821464392782
951,26337.976644648177
952,33528.897590482375
953,24678.437654139674
954,26317.36523024391
955,33225.70023166562
956,28853.62789847198
957,28064.983299190768
958,20301.135209264387
959,9669.560832794741
960,7529.445206809243
961,6893.7735998910475
962,6351.911370440267
963,7360.233057911005
964,6963.9385533937275
965,7744.893032302318
966,7346.8880306927895
967,7030.663356520844
968,6317.167677120993
969,7066.408368151833
970,7657.415039824506
971,8312.61186618815
972,13067.198725499604
973,24799.51735910219
974,26127.792511516378
975,29919.28509970753
976,31964.62600350675
977,26101.34293980364
978,28535.32359126527
979,30457.690578024638
980,29622.618750896007
981,27475.439422953343
982,22609.448061289786
983,11184.914363855929
984,7363.568121183195
985,7320.654104333943
986,7288.632084149847
987,7360.094121251872
988,8503.772123233524
989,8179.0868900933865
990,7814.445384168874
991,7948.201871197016
992,7622.785045643498
993,7326.756348027684
994,7183.015141153645
995,9122.116513190631
996,13497.45960885827
997,24941.60315314637
998,23920.545364663463
999,27756.717026239894
1000,27815.61500989534
1001,25016.72771068727
1002,27801.044333762035
1003,31524.286740168343
1004,26814.860154195514
1005,26727.445890674677
1006,20255.175909758338
1007,10263.825634999816
1008,7269.2791849562545
1009,7104.5806577083995
1010,7174.396332025711
1011,7465.666394952077
1012,6577.291359443979
1013,8066.295923964015
1014,7013.638381521424
1015,7665.954379762365
1016,7247.2632740598965
1017,7399.381289148272
1018,7896.786528400848
1019,8119.62291368416
1020,7968.970484591825
1021,8129.522859125234
1022,8084.37976659065
1023,7686.147319365711
1024,7968.358298662277
1025,7647.694749904512
1026,7344.681794814393
1027,9871.192817576526
1028,9215.321124703876
1029,8562.419110609882
1030,8606.78884620454
1031,9538.726645424305
1032,9334.183813113803
1033,9200.46755628746
1034,9508.853421910517
1035,9182.45111133725
1036,9149.90619339538
1037,8805.92901792096
1038,9551.087491113609
1039,10005.344138847282
1040,8929.129578673059
1041,8985.027218894153
1042,9631.127296649516
1043,9648.792022823316
1044,9708.0782258628
1045,9078.827695569818
1046,9423.562322291726
1047,9075.401276836732
1048,9493.028511418046
1049,7237.548738422968
1050,7819.240335726693
1051,7153.335716403061
1052,8482.771595887185
1053,7120.47498930061
1054,9397.662863987362
1055,9955.266614401373
1056,9278.340756408656
1057,9636.002484566647
1058,8848.357719030955
1059,9794.36899599837
1060,9963.43491230393
1061,9927.04618124151
1062,10048.95602129015
1063,9558.577419803838
1064,9411.857954651428
1065,9071.64420755537
1066,9741.320941220405
1067,10972.245673395902
1068,14246.03769544861
1069,24159.059004718234
1070,27182.069997582774
1071,27295.769081793595
1072,31887.551636312055
1073,26609.124748593007
1074,30727.23397665682
1075,31165.884498915377
1076,34521.15498065442
1077,28126.230618339087
1078,22862.581493846203
1079,11807.462758429205
1080,8173.391685997248
1081,7456.210051438863
1082,8289.140275022715
1083,7573.951182743791
1084,7161.346504763755
1085,7694.710348984049
1086,8332.24964233181
1087,8065.981215553576
1088,7879.176875393969
1089,7334.477890959189
1090,8199.101523235622
1091,9224.72438010071
1092,12506.5081950125
1093,24361.616700558316
1094,24843.58995614981
1095,26470.87626978207
1096,30725.937827144964
1097,25920.1894884618
1098,27485.416239607202
1099,34619.291565466985
1100,29213.93231501542
1101,28108.573207485693
1102,20642.816817963616
1103,10984.481483108757
1104,7596.332736959304
1105,7407.48389068997
1106,7652.394793501576
1107,7849.929359894786
1108,7241.205246486433
1109,7959.2103636800575
1110,8006.336109883946
1111,7633.2824218030455
1112,7971.574953118816
1113,7929.55061569293
1114,8100.145173652109
1115,9143.089801585864
1116,11928.76268701049
1117,21988.119020716586
1118,24414.276758576198
1119,26833.79925681934
1120,30681.68921650185
1121,23812.004860766257
1122,27533.803213760963
1123,30338.53508302664
1124,31461.480307878293
1125,30396.265952841124
1126,19448.748845543436
1127,9852.911820988023
1128,6403.9835376902065
1129,6929.850861502548
1130,6999.869155411075
1131,7007.846203818164
1132,6825.776784272028
1133,6971.259942545356
1134,7068.702062643396
1135,7885.514317569151
1136,6931.760554668494
1137,7150.801674630783
1138,6771.162203105224
1139,9146.396519060405
1140,13187.873754014934
1141,26525.06387522929
1142,24452.384744993742
1143,27472.10268119318
1144,29227.26718091614
1145,25992.90658825849
1146,29293.003140496832
1147,30050.193758304886
1148,30439.213569527503
1149,27789.240426529017
1150,21268.401610823552
1151,11159.058292453159
1152,8024.979638190524
1153,7793.14030087569
1154,7795.097708826639
1155,7786.463619042731
1156,7528.194442131396
1157,7680.134356688693
1158,7747.407324622199
1159,7491.630997780899
1160,8006.115776520585
1161,7288.764113315425
1162,7987.789793749792
1163,8801.784320625386
1164,12499.085030403357
1165,23483.36480139311
1166,25194.46829788122
1167,28882.163875520946
1168,29066.880818883117
1169,24218.636714621694
1170,29329.0911386022
1171,34465.67452271618
1172,28453.619174245912
1173,29078.502043703655
1174,23539.167587954853
1175,11095.608762577976
1176,8222.962144692396
1177,7722.39770011927
1178,7568.221221339945
1179,7616.310923089787
1180,7617.539852673875
1181,7376.93794654316
1182,7724.034600576538
1183,7515.314906805711
1184,8477.219422985343
1185,8274.678249289906
1186,7725.104159031258
1187,7719.265359506241
1188,8115.763478129256
1189,8766.162262667613
1190,8387.522864085915
1191,8040.911765845393
1192,8429.589584530822
1193,7138.183051671744
1194,7153.839434173189
1195,7912.178804740643
1196,7450.667726487532
1197,7778.693879811821
1198,7682.050463459276
1199,7834.2821239743525
1200,7888.33194907628
1201,7629.953945191155
1202,7604.222449257198
1203,8103.0130341724725
1204,7729.308036411733
1205,9270.665273846618
1206,9253.650201891604
1207,9035.214584774729
1208,7339.4333416949385
1209,8311.417622547566
1210,7258.442410780426
1211,7815.983209523328
1212,7731.89727545376
1213,7680.640074752896
1214,7912.663045446078
1215,8780.681307261528
1216,8437.312490485374
1217,7650.58390115964
1218,6381.532778673993
1219,7015.141583319696
1220,6874.888832718567
1221,6627.470001945676
1222,7192.123437083459
1223,6818.626345808076
1224,6767.8894823274495
1225,7536.568277898241
1226,7273.418166691346
1227,6848.417741661242
1228,7453.750561344032
1229,7020.6149865848165
1230,7545.525516573509
1231,7608.877709625119
1232,7635.922454852503
1233,7400.843381396173
1234,7573.955579013993
1235,7212.442172723241
1236,7189.983876360084
1237,7871.870975460412
1238,7129.613192980014
1239,6868.240727495408
1240,6514.307877510692
1241,6808.620728500349
1242,6422.240621135277
1243,6458.589084000718
1244,6661.536044304842
1245,7038.2062750420255
1246,7596.059337708006
1247,7109.038160534624
1248,6729.308594535235
1249,6543.510328600496
1250,7070.732115723824
1251,7196.033649767295
1252,6753.740785077172
1253,7208.165872168466
1254,7261.158105524286
1255,6855.353972665969
1256,6870.285218984414
1257,6593.461137291002
1258,6383.860965876796
1259,8109.809312954082
1260,12139.957520297981
1261,21878.441874471904
1262,23839.30673040656
1263,27896.311093443524
1264,29095.903365613776
1265,27424.40345864964
1266,28674.652187526244
1267,32271.13317948944
1268,28603.914868625343
1269,25997.065857166304
1270,19662.67859998241
1271,9951.22742945455
1272,7306.000493715941
1273,7164.435151764563
1274,6685.198669497847
1275,7779.928871121086
1276,7780.112156375412
1277,7459.903327776894
1278,7740.922575081918
1279,7368.109706239505
1280,7722.309667397439
1281,7959.156791782108
1282,7620.263433668496
1283,9544.183672990195
1284,13373.597498371928
1285,21780.22858578347
1286,25762.130820707825
1287,27463.61966189252
1288,29817.72682081414
1289,23738.252749935782
1290,30139.765665432482
1291,30148.76293361645
1292,31107.94345657495
1293,28156.43296800886
1294,22357.6915640331
1295,11053.228008832206
1296,8115.865665843797
1297,7380.883939869039
1298,8296.61777405606
1299,7848.287247044509
1300,7696.914904555216
1301,7765.679088571067
1302,8031.228134002152
1303,8970.941186032811
1304,9392.99844359118
1305,9086.66865622234
1306,9365.135292557958
1307,10277.36744969784
1308,13012.658524167417
1309,24492.160777171215
1310,24390.56893254876
1311,27706.783024567496
1312,31949.158894931497
1313,25920.192962286957
1314,30669.332339105218
1315,29720.861483829805
1316,28817.77914696178
1317,27531.58610607213
1318,22337.954463440918
1319,11047.351141555197
1320,8094.657128097196
1321,7388.084320738956
1322,8290.05225687088
1323,7350.0638019481175
1324,8308.025231962072
1325,7520.310938975603
1326,7581.643407292438
1327,7393.638815980019
1328,7648.736618099262
1329,8550.256199335627
1330,7917.705914990503
1331,8924.119096362738
1332,12682.752763205248
1333,24396.38217087131
1334,23817.32138054055
1335,28517.259072496767
1336,31159.292643240784
1337,25113.639723340228
1338,29405.548595068398
1339,31518.64418256101
1340,30829.431760489562
1341,27457.15122200705
1342,22025.860428037795
1343,11082.76854816058
1344,7845.163083066728
1345,7732.636225923055
1346,7426.593768245655
1347,7341.544611561631
1348,8130.049137270487
1349,6873.620185857535
1350,6766.150854751417
1351,7991.301598947754
1352,8080.244112715139
1353,8060.969528376721
1354,8326.682619341895
1355,7948.0227637178
1356,8057.958560816715
